,person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
23039,,male,Associate,72655.0,4,OWN,7000.0,VENTURE,11.11,0.1,5.0,580.0,Yes,0.0
36471,29.0,female,High School,126856.0,2,RENT,,MEDICAL,7.74,0.06,7.0,579.0,Yes,0.0
10794,24.0,female,Master,50224.0,0,RENT,10000.0,DEBTCONSOLIDATION,11.14,0.2,2.0,692.0,No,0.0
19750,30.0,female,,44123.0,3,MORTGAGE,5000.0,MEDICAL,10.65,0.11,9.0,674.0,No,0.0
40090,34.0,male,Master,166835.0,13,MORTGAGE,25000.0,MEDICAL,12.17,0.15,7.0,704.0,Yes,0.0
13289,23.0,male,Associate,80460.0,2,MORTGAGE,15000.0,MEDICAL,14.83,0.19,4.0,537.0,No,1.0
35738,24.0,female,High School,43950.0,2,MORTGAGE,4800.0,VENTURE,13.61,0.11,3.0,649.0,Yes,0.0
7736,23.0,female,Bachelor,40532.0,2,RENT,7000.0,VENTURE,7.9,0.17,2.0,692.0,Yes,0.0
27622,35.0,male,Associate,168855.0,11,MORTGAGE,8400.0,PERSONAL,12.98,0.05,9.0,657.0,No,1.0
3054,22.0,female,Master,21770.0,1,RENT,3250.0,DEBTCONSOLIDATION,6.91,0.15,2.0,594.0,No,1.0
40852,23.0,female,Associate,96969.0,2,RENT,20000.0,VENTURE,14.3,0.21,4.0,608.0,Yes,0.0
22412,35.0,male,Bachelor,66883.0,15,MORTGAGE,1450.0,EDUCATION,10.59,0.02,5.0,623.0,Yes,0.0
16,23.0,male,Bachelor,144943.0,0,RENT,35000.0,EDUCATION,7.9,0.24,4.0,663.0,No,0.0
35426,35.0,male,Associate,76205.0,10,RENT,14000.0,EDUCATION,11.16,0.18,11.0,717.0,No,0.0
44700,26.0,female,Associate,81019.0,1,RENT,4718.0,DEBTCONSOLIDATION,16.22,0.06,4.0,590.0,No,1.0
39197,28.0,female,Bachelor,144630.0,4,MORTGAGE,20000.0,EDUCATION,11.32,0.14,8.0,687.0,No,0.0
19447,32.0,male,Bachelor,55279.0,9,RENT,3000.0,PERSONAL,12.61,0.05,7.0,620.0,No,0.0
16128,26.0,female,Associate,23521.0,3,RENT,1500.0,MEDICAL,5.42,0.06,3.0,588.0,Yes,0.0
26574,31.0,male,Associate,37309.0,11,RENT,15000.0,HOMEIMPROVEMENT,10.0,0.4,6.0,646.0,No,1.0
20261,31.0,male,Bachelor,67962.0,8,RENT,4000.0,HOMEIMPROVEMENT,5.79,0.06,9.0,690.0,No,0.0
9355,24.0,male,Bachelor,74171.0,2,MORTGAGE,5100.0,EDUCATION,10.51,0.07,2.0,632.0,Yes,0.0
23691,33.0,female,Bachelor,150927.0,12,RENT,9100.0,PERSONAL,7.88,0.06,8.0,658.0,Yes,0.0
44374,25.0,male,Bachelor,37801.0,3,RENT,18000.0,MEDICAL,12.34,0.48,6.0,609.0,No,1.0
41207,24.0,male,High School,88455.0,3,MORTGAGE,16000.0,MEDICAL,7.86,0.18,4.0,649.0,Yes,0.0
18109,32.0,female,Bachelor,109216.0,9,RENT,25000.0,PERSONAL,9.99,0.23,7.0,717.0,No,0.0
23947,30.0,female,Associate,82643.0,9,MORTGAGE,6000.0,EDUCATION,10.59,0.07,7.0,605.0,No,0.0
28678,33.0,female,Bachelor,111444.0,14,MORTGAGE,20000.0,PERSONAL,13.06,0.18,9.0,654.0,No,0.0
10069,24.0,male,High School,79052.0,0,MORTGAGE,8500.0,EDUCATION,7.51,0.11,2.0,593.0,Yes,0.0
13208,,female,Master,108981.0,0,MORTGAGE,12000.0,DEBTCONSOLIDATION,11.01,0.11,3.0,665.0,Yes,0.0
12253,25.0,male,Master,97261.0,5,MORTGAGE,12000.0,VENTURE,6.91,0.12,2.0,615.0,Yes,0.0
22296,28.0,male,Bachelor,66155.0,5,MORTGAGE,11500.0,DEBTCONSOLIDATION,7.88,0.17,6.0,681.0,Yes,0.0
21193,31.0,female,Bachelor,104257.0,9,RENT,5000.0,DEBTCONSOLIDATION,11.01,0.05,8.0,660.0,Yes,
36416,,male,Master,58658.0,5,RENT,12000.0,MEDICAL,11.47,0.2,7.0,723.0,No,0.0
1183,26.0,male,High School,54970.0,7,RENT,16750.0,MEDICAL,12.41,0.3,3.0,650.0,No,1.0
13837,22.0,male,High School,116099.0,0,MORTGAGE,11400.0,EDUCATION,13.04,0.1,2.0,476.0,Yes,0.0
25602,27.0,female,Associate,105491.0,7,MORTGAGE,7200.0,VENTURE,9.63,0.07,6.0,628.0,Yes,0.0
31303,42.0,female,High School,92137.0,22,RENT,12000.0,EDUCATION,14.91,0.13,12.0,602.0,No,1.0
16295,24.0,male,Associate,156910.0,5,MORTGAGE,25000.0,DEBTCONSOLIDATION,11.83,0.16,3.0,637.0,Yes,0.0
37726,37.0,male,High School,29124.0,15,RENT,5870.0,PERSONAL,14.64,0.2,11.0,625.0,Yes,0.0
21298,27.0,male,Master,57094.0,3,MORTGAGE,12375.0,VENTURE,10.91,0.22,6.0,709.0,Yes,0.0
9095,24.0,female,Bachelor,66984.0,2,RENT,8000.0,HOMEIMPROVEMENT,14.61,0.12,2.0,662.0,No,1.0
28571,27.0,male,Bachelor,70438.0,3,RENT,4600.0,EDUCATION,13.99,0.07,10.0,705.0,No,0.0
26509,32.0,male,Master,126760.0,10,MORTGAGE,,MEDICAL,14.65,0.04,9.0,525.0,Yes,0.0
23882,32.0,male,High School,81559.0,7,MORTGAGE,8000.0,MEDICAL,11.01,0.1,9.0,560.0,Yes,0.0
8745,24.0,male,Bachelor,72924.0,0,MORTGAGE,4000.0,EDUCATION,7.9,0.05,3.0,623.0,Yes,0.0
43329,24.0,female,High School,22747.0,0,RENT,5444.0,MEDICAL,13.73,0.24,4.0,692.0,No,1.0
3131,23.0,male,High School,43877.0,0,MORTGAGE,8700.0,EDUCATION,7.51,0.2,2.0,,No,0.0
20756,34.0,male,Associate,48817.0,8,RENT,5000.0,PERSONAL,7.51,0.1,6.0,544.0,No,0.0
16842,25.0,male,Master,131731.0,4,MORTGAGE,14000.0,DEBTCONSOLIDATION,9.63,0.11,2.0,620.0,Yes,0.0
39793,28.0,female,Bachelor,90882.0,5,RENT,6000.0,VENTURE,14.34,0.07,9.0,663.0,Yes,0.0
26956,32.0,male,Bachelor,144823.0,12,MORTGAGE,28250.0,PERSONAL,16.77,0.2,9.0,648.0,Yes,0.0
10620,25.0,female,High School,44117.0,0,RENT,10000.0,PERSONAL,11.11,0.23,2.0,517.0,Yes,0.0
21829,30.0,male,Bachelor,61024.0,6,MORTGAGE,5000.0,PERSONAL,11.01,0.08,5.0,674.0,Yes,0.0
22880,33.0,male,Bachelor,31182.0,10,RENT,8000.0,EDUCATION,11.01,0.26,8.0,665.0,No,1.0
23481,30.0,female,Associate,69575.0,12,MORTGAGE,9000.0,MEDICAL,17.93,0.13,6.0,679.0,No,1.0
38041,27.0,female,Master,29539.0,5,OWN,6000.0,EDUCATION,10.02,0.2,9.0,652.0,No,0.0
10060,26.0,female,Master,79258.0,2,MORTGAGE,6000.0,EDUCATION,11.36,0.08,4.0,638.0,Yes,0.0
14848,24.0,male,Master,43252.0,4,RENT,1800.0,MEDICAL,7.14,0.04,2.0,589.0,Yes,0.0
15760,23.0,female,,93273.0,0,RENT,16000.0,DEBTCONSOLIDATION,11.14,0.17,3.0,,Yes,0.0
24979,29.0,female,Bachelor,48708.0,6,RENT,,PERSONAL,8.49,0.24,5.0,569.0,Yes,0.0
40616,23.0,male,Associate,30186.0,1,RENT,2000.0,EDUCATION,13.78,0.07,3.0,618.0,Yes,0.0
23304,30.0,female,High School,74199.0,8,MORTGAGE,8000.0,EDUCATION,6.62,0.11,8.0,578.0,No,0.0
22969,29.0,female,Associate,72837.0,9,OWN,10000.0,PERSONAL,10.99,0.14,10.0,574.0,Yes,0.0
2989,25.0,female,Bachelor,36979.0,2,RENT,3200.0,MEDICAL,13.99,0.09,2.0,701.0,No,0.0
38852,30.0,female,Associate,73194.0,6,RENT,10000.0,PERSONAL,6.39,0.14,7.0,605.0,Yes,0.0
32469,,male,High School,88355.0,30,MORTGAGE,5700.0,PERSONAL,7.66,0.06,28.0,691.0,Yes,0.0
16291,24.0,male,High School,49064.0,2,MORTGAGE,2500.0,VENTURE,9.99,0.05,3.0,557.0,Yes,0.0
2561,25.0,male,Bachelor,40310.0,4,MORTGAGE,5000.0,VENTURE,8.49,0.12,3.0,612.0,No,0.0
33457,25.0,female,High School,76362.0,0,RENT,8000.0,HOMEIMPROVEMENT,7.52,0.1,3.0,649.0,Yes,0.0
39244,32.0,male,High School,85000.0,8,MORTGAGE,8467.0,DEBTCONSOLIDATION,9.91,0.1,12.0,664.0,Yes,0.0
2357,,female,High School,49052.0,3,RENT,2500.0,MEDICAL,9.99,0.05,3.0,629.0,Yes,0.0
36297,,male,Associate,25031.0,4,RENT,4000.0,VENTURE,8.09,0.16,3.0,638.0,Yes,0.0
35034,34.0,female,Associate,65654.0,11,MORTGAGE,10000.0,VENTURE,10.31,0.15,8.0,669.0,No,
5275,25.0,female,Bachelor,54845.0,4,MORTGAGE,3000.0,VENTURE,6.62,0.05,2.0,,No,0.0
5841,23.0,male,High School,41666.0,0,RENT,5500.0,EDUCATION,13.47,0.13,2.0,616.0,Yes,0.0
9978,26.0,male,Bachelor,46818.0,2,RENT,9100.0,VENTURE,15.37,0.19,2.0,672.0,Yes,0.0
5893,26.0,female,High School,75800.0,0,RENT,5500.0,PERSONAL,9.76,0.07,4.0,648.0,Yes,0.0
30208,37.0,female,Master,47235.0,15,RENT,6000.0,PERSONAL,15.33,0.13,16.0,659.0,Yes,0.0
10354,22.0,female,Master,28512.0,0,RENT,10000.0,MEDICAL,9.88,0.35,2.0,660.0,No,1.0
4573,25.0,male,High School,120772.0,6,RENT,,VENTURE,6.62,0.08,4.0,649.0,Yes,0.0
22949,28.0,male,Bachelor,72824.0,4,MORTGAGE,4000.0,PERSONAL,7.9,0.05,8.0,615.0,Yes,0.0
26965,30.0,male,Associate,145326.0,4,MORTGAGE,7200.0,DEBTCONSOLIDATION,9.99,0.05,9.0,641.0,No,0.0
44927,29.0,male,Associate,36710.0,5,MORTGAGE,4000.0,MEDICAL,13.92,0.11,7.0,613.0,No,1.0
30276,38.0,female,Bachelor,61204.0,12,MORTGAGE,,PERSONAL,15.05,0.05,12.0,626.0,Yes,0.0
34669,,,Associate,76635.0,2,RENT,12584.0,HOMEIMPROVEMENT,9.59,0.16,5.0,621.0,Yes,0.0
16676,24.0,female,High School,114791.0,0,MORTGAGE,15000.0,DEBTCONSOLIDATION,12.69,0.13,3.0,642.0,Yes,0.0
22595,29.0,female,Bachelor,68036.0,5,MORTGAGE,6000.0,VENTURE,13.23,0.09,7.0,626.0,Yes,0.0
8896,26.0,female,Associate,73178.0,6,MORTGAGE,5000.0,MEDICAL,6.92,0.07,4.0,678.0,No,0.0
4923,21.0,female,Bachelor,45101.0,0,MORTGAGE,1000.0,DEBTCONSOLIDATION,14.61,0.02,2.0,658.0,No,1.0
29753,36.0,female,High School,45545.0,13,MORTGAGE,7000.0,PERSONAL,6.91,0.15,13.0,636.0,Yes,0.0
21848,,,Bachelor,79196.0,10,RENT,,DEBTCONSOLIDATION,7.29,0.08,10.0,599.0,Yes,0.0
14579,24.0,male,Master,54950.0,5,RENT,2000.0,PERSONAL,13.99,0.04,2.0,673.0,Yes,0.0
36325,28.0,male,Master,163419.0,2,RENT,25000.0,PERSONAL,11.39,0.15,6.0,716.0,No,0.0
36819,29.0,male,Master,100976.0,3,MORTGAGE,3000.0,EDUCATION,9.72,0.03,8.0,645.0,Yes,0.0
42208,27.0,female,Associate,56208.0,5,RENT,8659.0,EDUCATION,10.87,0.15,8.0,623.0,No,1.0
19669,28.0,male,,51266.0,8,RENT,3200.0,PERSONAL,16.32,0.06,8.0,635.0,No,1.0
4162,22.0,male,Master,49116.0,0,MORTGAGE,7500.0,DEBTCONSOLIDATION,11.49,0.15,3.0,673.0,Yes,0.0
22883,27.0,male,Associate,71689.0,3,OWN,24250.0,MEDICAL,11.49,0.34,9.0,567.0,Yes,0.0
40869,25.0,male,High School,66874.0,5,MORTGAGE,4500.0,DEBTCONSOLIDATION,8.49,0.07,3.0,648.0,Yes,0.0
39690,26.0,female,Associate,56103.0,3,RENT,5708.0,PERSONAL,10.71,0.1,5.0,648.0,Yes,
36496,28.0,female,Master,132875.0,4,MORTGAGE,10000.0,HOMEIMPROVEMENT,10.21,0.08,9.0,624.0,No,0.0
36774,29.0,,Bachelor,62227.0,6,MORTGAGE,4000.0,EDUCATION,6.39,0.06,7.0,613.0,Yes,0.0
6353,22.0,female,High School,59432.0,3,MORTGAGE,8500.0,DEBTCONSOLIDATION,12.53,0.14,2.0,565.0,Yes,0.0
3023,23.0,male,Associate,43164.0,1,MORTGAGE,15000.0,EDUCATION,18.43,0.35,2.0,577.0,No,0.0
31345,50.0,female,High School,144907.0,28,RENT,12000.0,MEDICAL,9.62,0.08,12.0,653.0,Yes,0.0
27211,30.0,female,Associate,137449.0,9,MORTGAGE,15000.0,HOMEIMPROVEMENT,6.54,0.11,6.0,580.0,No,1.0
43797,28.0,female,Master,34181.0,8,RENT,,MEDICAL,14.96,0.15,7.0,720.0,No,1.0
26046,32.0,male,Associate,115351.0,9,MORTGAGE,8000.0,HOMEIMPROVEMENT,14.84,0.07,9.0,666.0,No,0.0
20218,28.0,male,Bachelor,50519.0,6,RENT,4000.0,PERSONAL,18.64,0.08,8.0,678.0,No,1.0
11505,24.0,female,High School,90885.0,2,MORTGAGE,8500.0,EDUCATION,6.99,0.09,3.0,598.0,Yes,0.0
25971,35.0,male,Associate,113716.0,14,MORTGAGE,15000.0,VENTURE,9.88,0.13,10.0,589.0,Yes,0.0
36736,28.0,female,Associate,58623.0,9,RENT,4000.0,PERSONAL,14.35,0.07,10.0,,No,0.0
27423,27.0,male,Master,87570.0,5,RENT,15000.0,MEDICAL,11.86,0.17,6.0,600.0,Yes,0.0
14275,,male,,124605.0,3,MORTGAGE,17000.0,EDUCATION,14.35,0.14,4.0,670.0,Yes,0.0
34105,23.0,male,High School,46532.0,0,RENT,4500.0,PERSONAL,5.69,0.1,4.0,510.0,Yes,0.0
13535,23.0,male,Master,112743.0,5,OWN,25000.0,VENTURE,12.73,0.22,3.0,735.0,Yes,0.0
15238,25.0,male,High School,150848.0,6,MORTGAGE,15000.0,HOMEIMPROVEMENT,7.88,0.1,3.0,607.0,No,0.0
6952,25.0,female,High School,61361.0,1,MORTGAGE,,HOMEIMPROVEMENT,7.14,0.1,4.0,520.0,Yes,0.0
41939,23.0,female,Master,36974.0,3,RENT,5886.0,EDUCATION,7.38,0.16,3.0,602.0,Yes,0.0
31709,39.0,female,Bachelor,30892.0,17,RENT,1500.0,DEBTCONSOLIDATION,14.22,0.05,13.0,666.0,No,1.0
41502,25.0,male,Associate,46854.0,2,RENT,3585.0,DEBTCONSOLIDATION,12.95,0.08,5.0,676.0,Yes,0.0
24456,35.0,male,Doctorate,88115.0,13,MORTGAGE,4000.0,DEBTCONSOLIDATION,10.25,0.05,6.0,645.0,No,0.0
27179,29.0,male,Associate,116359.0,8,MORTGAGE,15200.0,MEDICAL,13.85,0.13,5.0,683.0,No,1.0
8497,24.0,female,Master,41021.0,2,RENT,7750.0,VENTURE,11.01,0.19,2.0,703.0,No,1.0
33116,61.0,male,High School,102875.0,41,RENT,9000.0,HOMEIMPROVEMENT,10.0,0.09,22.0,,No,0.0
16369,25.0,male,High School,50983.0,5,RENT,7600.0,MEDICAL,11.12,0.15,4.0,684.0,No,0.0
31481,36.0,male,Associate,39519.0,13,OWN,1200.0,EDUCATION,7.14,0.03,16.0,617.0,Yes,0.0
21180,32.0,male,Master,55807.0,10,MORTGAGE,18250.0,PERSONAL,12.73,0.33,5.0,554.0,Yes,0.0
4505,22.0,female,Master,50188.0,0,MORTGAGE,6400.0,VENTURE,9.99,0.13,4.0,641.0,No,0.0
13103,26.0,,High School,106526.0,6,MORTGAGE,10000.0,EDUCATION,7.88,0.09,2.0,622.0,No,0.0
22239,,female,Associate,43339.0,6,RENT,6400.0,MEDICAL,7.74,0.15,5.0,637.0,No,0.0
13964,26.0,female,Associate,119937.0,2,MORTGAGE,8000.0,VENTURE,14.91,0.07,4.0,705.0,No,
37018,33.0,female,Master,67300.0,10,MORTGAGE,8000.0,PERSONAL,11.09,0.12,9.0,718.0,No,0.0
42850,33.0,female,Associate,212136.0,10,MORTGAGE,22320.0,DEBTCONSOLIDATION,15.84,0.11,12.0,,No,1.0
15060,24.0,male,Associate,145043.0,3,MORTGAGE,25000.0,EDUCATION,18.53,0.17,2.0,668.0,No,0.0
41157,37.0,male,Master,152010.0,15,MORTGAGE,6528.0,PERSONAL,13.48,0.04,9.0,737.0,No,0.0
32037,36.0,female,High School,994605.0,13,MORTGAGE,4200.0,MEDICAL,11.01,0.0,13.0,481.0,Yes,0.0
4597,25.0,male,Associate,51262.0,3,MORTGAGE,4000.0,HOMEIMPROVEMENT,5.99,0.08,2.0,588.0,Yes,0.0
36971,24.0,female,Master,82289.0,1,MORTGAGE,1000.0,EDUCATION,7.96,0.01,4.0,653.0,No,0.0
3703,24.0,male,High School,23957.0,3,RENT,4000.0,MEDICAL,14.35,0.17,4.0,647.0,No,1.0
29892,46.0,male,Associate,49752.0,23,OWN,4000.0,EDUCATION,11.71,0.08,17.0,618.0,Yes,
23676,27.0,female,Associate,78799.0,2,MORTGAGE,4500.0,VENTURE,11.99,0.06,10.0,594.0,Yes,0.0
35633,24.0,male,Associate,48473.0,0,MORTGAGE,6000.0,MEDICAL,7.98,0.12,4.0,638.0,Yes,0.0
28017,27.0,,Associate,31336.0,5,RENT,2550.0,MEDICAL,14.27,0.08,9.0,677.0,Yes,0.0
9116,21.0,female,High School,73035.0,0,MORTGAGE,5000.0,DEBTCONSOLIDATION,13.48,0.07,2.0,699.0,Yes,0.0
44272,25.0,male,,101590.0,1,MORTGAGE,5136.0,DEBTCONSOLIDATION,15.11,0.05,3.0,694.0,No,1.0
37348,27.0,male,Bachelor,240921.0,1,MORTGAGE,18401.0,VENTURE,14.52,0.08,5.0,677.0,Yes,0.0
17392,25.0,male,Master,59689.0,4,RENT,10000.0,DEBTCONSOLIDATION,6.62,0.17,2.0,682.0,No,1.0
35096,61.0,male,,128603.0,41,MORTGAGE,,EDUCATION,12.44,0.09,22.0,,Yes,0.0
18586,28.0,male,Master,97125.0,6,RENT,18000.0,PERSONAL,11.49,0.19,6.0,630.0,Yes,0.0
7103,26.0,male,Bachelor,62660.0,6,MORTGAGE,11000.0,VENTURE,11.01,0.18,3.0,652.0,Yes,0.0
13900,25.0,female,Bachelor,118724.0,0,MORTGAGE,2000.0,EDUCATION,5.42,0.02,4.0,669.0,No,0.0
14133,24.0,male,Bachelor,175284.0,4,RENT,14000.0,VENTURE,12.84,0.08,4.0,704.0,Yes,0.0
42309,27.0,female,Bachelor,95039.0,4,RENT,35000.0,DEBTCONSOLIDATION,17.77,0.37,7.0,589.0,No,1.0
34811,37.0,female,Associate,37133.0,14,RENT,8875.0,EDUCATION,10.59,0.24,11.0,676.0,Yes,0.0
43923,24.0,female,Bachelor,48130.0,0,MORTGAGE,3261.0,MEDICAL,9.06,0.07,3.0,641.0,No,1.0
10991,23.0,male,High School,85782.0,1,OWN,10500.0,EDUCATION,13.92,0.12,4.0,673.0,No,0.0
10459,25.0,female,Bachelor,37246.0,1,RENT,10000.0,MEDICAL,7.51,0.27,2.0,636.0,No,1.0
34398,26.0,male,Bachelor,68636.0,2,RENT,12000.0,DEBTCONSOLIDATION,10.88,0.17,6.0,586.0,Yes,0.0
5489,23.0,female,Bachelor,55004.0,3,MORTGAGE,14500.0,EDUCATION,13.48,0.26,2.0,634.0,Yes,0.0
8172,24.0,female,High School,40585.0,3,RENT,7350.0,MEDICAL,11.71,0.18,3.0,670.0,No,0.0
13184,25.0,male,Associate,109378.0,4,MORTGAGE,7750.0,EDUCATION,7.51,0.07,4.0,669.0,Yes,0.0
22537,31.0,female,,90250.0,10,RENT,7200.0,MEDICAL,11.01,0.08,9.0,675.0,Yes,0.0
41407,28.0,,High School,34790.0,6,RENT,5460.0,MEDICAL,12.19,0.16,5.0,556.0,Yes,0.0
1702,22.0,female,Bachelor,36012.0,0,MORTGAGE,,VENTURE,11.01,0.32,3.0,550.0,Yes,0.0
38749,26.0,female,Bachelor,111592.0,3,MORTGAGE,3865.0,HOMEIMPROVEMENT,5.52,0.03,4.0,641.0,Yes,0.0
22170,,,Bachelor,64521.0,7,MORTGAGE,17050.0,HOMEIMPROVEMENT,12.42,0.26,7.0,629.0,No,0.0
5978,24.0,male,,65774.0,1,RENT,5600.0,VENTURE,10.59,0.09,4.0,616.0,Yes,0.0
40533,26.0,male,High School,84725.0,4,RENT,15000.0,PERSONAL,16.22,0.18,4.0,635.0,Yes,0.0
30972,37.0,female,Master,87322.0,12,MORTGAGE,5600.0,VENTURE,5.42,0.06,15.0,708.0,No,0.0
27633,35.0,male,High School,90959.0,11,RENT,15175.0,VENTURE,20.0,0.17,8.0,635.0,Yes,0.0
38833,29.0,female,,67217.0,6,MORTGAGE,4000.0,MEDICAL,10.17,0.06,8.0,700.0,Yes,0.0
1354,21.0,male,Bachelor,36893.0,0,RENT,1000.0,DEBTCONSOLIDATION,11.01,0.03,3.0,681.0,No,0.0
5050,23.0,male,Bachelor,57812.0,0,RENT,5000.0,MEDICAL,11.36,0.09,3.0,606.0,No,
24735,31.0,female,Master,90982.0,8,RENT,10000.0,MEDICAL,13.47,0.11,6.0,616.0,Yes,0.0
36764,,female,Associate,68217.0,8,RENT,6453.0,PERSONAL,7.01,0.09,8.0,652.0,Yes,0.0
14837,23.0,male,Master,140049.0,1,MORTGAGE,14000.0,PERSONAL,12.99,0.1,2.0,656.0,No,0.0
25918,28.0,female,High School,20967.0,4,RENT,2500.0,PERSONAL,6.99,0.12,10.0,668.0,No,0.0
36919,24.0,male,Associate,46586.0,2,RENT,8000.0,MEDICAL,12.69,0.17,4.0,660.0,Yes,0.0
37123,28.0,male,High School,59583.0,5,RENT,4170.0,MEDICAL,8.91,0.07,7.0,622.0,No,0.0
43265,39.0,male,,40357.0,17,RENT,13693.0,DEBTCONSOLIDATION,13.01,0.34,11.0,670.0,No,1.0
24648,33.0,male,Bachelor,80731.0,8,RENT,10000.0,VENTURE,10.95,0.12,6.0,613.0,Yes,0.0
17351,24.0,female,Bachelor,60353.0,1,RENT,11000.0,DEBTCONSOLIDATION,13.22,0.18,2.0,,No,0.0
40914,25.0,female,High School,73370.0,3,MORTGAGE,1200.0,DEBTCONSOLIDATION,7.66,0.02,3.0,572.0,Yes,0.0
1517,23.0,male,Bachelor,33656.0,4,MORTGAGE,1925.0,VENTURE,11.01,0.06,3.0,631.0,Yes,0.0
30616,43.0,female,High School,61066.0,21,RENT,8000.0,HOMEIMPROVEMENT,7.49,0.13,16.0,503.0,Yes,0.0
4784,24.0,male,Associate,51435.0,2,MORTGAGE,4200.0,MEDICAL,13.23,0.08,2.0,656.0,Yes,0.0
24354,,female,High School,87596.0,8,MORTGAGE,14000.0,MEDICAL,6.99,0.16,9.0,647.0,No,0.0
15753,,female,Bachelor,61017.0,3,RENT,15850.0,MEDICAL,16.35,0.26,3.0,640.0,No,1.0
2973,23.0,female,Master,22337.0,2,RENT,3200.0,HOMEIMPROVEMENT,11.01,0.14,4.0,586.0,No,1.0
43261,30.0,female,Associate,40541.0,10,RENT,,DEBTCONSOLIDATION,9.25,0.3,7.0,670.0,No,1.0
1396,,female,High School,32723.0,2,MORTGAGE,5975.0,MEDICAL,12.99,0.18,4.0,560.0,Yes,0.0
6762,21.0,male,Bachelor,19420.0,0,RENT,7000.0,EDUCATION,7.51,0.36,2.0,689.0,No,1.0
12183,24.0,female,High School,97155.0,2,MORTGAGE,5550.0,HOMEIMPROVEMENT,8.49,0.06,2.0,692.0,No,0.0
19341,33.0,male,,39305.0,9,MORTGAGE,6000.0,PERSONAL,10.74,0.15,7.0,579.0,No,0.0
41361,41.0,female,Associate,111144.0,21,MORTGAGE,12000.0,HOMEIMPROVEMENT,7.66,0.11,14.0,626.0,No,0.0
39760,27.0,female,Bachelor,60684.0,5,MORTGAGE,8000.0,VENTURE,6.75,0.13,5.0,701.0,No,0.0
15061,23.0,female,High School,31187.0,0,OWN,8000.0,EDUCATION,8.59,0.26,3.0,622.0,No,0.0
35857,29.0,female,Bachelor,47231.0,7,RENT,2200.0,VENTURE,12.92,0.05,8.0,649.0,Yes,0.0
1112,22.0,female,Bachelor,70863.0,0,RENT,17475.0,EDUCATION,7.51,0.25,3.0,677.0,Yes,0.0
33076,34.0,female,Bachelor,82773.0,11,RENT,14088.0,HOMEIMPROVEMENT,13.4,0.17,11.0,,Yes,0.0
12865,23.0,male,Associate,44285.0,0,RENT,3000.0,EDUCATION,12.29,0.07,2.0,672.0,No,1.0
13278,25.0,male,Bachelor,96611.0,4,RENT,12375.0,PERSONAL,10.91,0.13,4.0,618.0,Yes,0.0
34663,23.0,,Master,128018.0,4,RENT,8093.0,PERSONAL,11.22,0.06,2.0,526.0,Yes,0.0
31234,42.0,male,High School,99779.0,22,MORTGAGE,26800.0,HOMEIMPROVEMENT,11.01,0.27,15.0,655.0,No,0.0
9707,25.0,male,Bachelor,22772.0,2,RENT,8500.0,VENTURE,10.28,0.37,2.0,580.0,No,1.0
4264,24.0,male,Associate,49086.0,2,MORTGAGE,15250.0,VENTURE,13.98,0.31,2.0,543.0,Yes,0.0
32743,25.0,male,High School,70989.0,0,RENT,7000.0,VENTURE,7.57,0.1,5.0,618.0,Yes,0.0
1593,23.0,female,Associate,34746.0,2,MORTGAGE,9500.0,DEBTCONSOLIDATION,15.62,0.27,2.0,630.0,No,1.0
33080,29.0,female,High School,108945.0,4,MORTGAGE,4110.0,DEBTCONSOLIDATION,9.71,0.04,5.0,652.0,Yes,0.0
16797,22.0,male,Bachelor,58451.0,2,RENT,16500.0,DEBTCONSOLIDATION,8.9,0.28,3.0,632.0,No,1.0
22442,28.0,female,Master,61104.0,7,RENT,7000.0,EDUCATION,8.32,0.11,5.0,557.0,Yes,0.0
9882,24.0,male,Master,78991.0,0,MORTGAGE,3300.0,PERSONAL,7.51,0.04,4.0,594.0,No,
40912,35.0,female,Bachelor,104951.0,16,MORTGAGE,,PERSONAL,13.0,0.05,10.0,645.0,Yes,0.0
22914,30.0,female,High School,73131.0,8,MORTGAGE,4200.0,HOMEIMPROVEMENT,11.01,0.06,5.0,673.0,No,0.0
4701,24.0,,High School,89741.0,0,RENT,4900.0,PERSONAL,12.87,0.05,3.0,666.0,Yes,0.0
38967,24.0,female,High School,74226.0,3,MORTGAGE,10000.0,DEBTCONSOLIDATION,7.22,0.13,3.0,633.0,No,0.0
10022,24.0,female,Bachelor,34044.0,2,RENT,9250.0,MEDICAL,12.87,0.27,3.0,,No,1.0
29287,36.0,male,Associate,51526.0,12,RENT,21000.0,EDUCATION,7.49,0.41,11.0,681.0,No,1.0
17189,25.0,male,High School,72094.0,0,MORTGAGE,5000.0,DEBTCONSOLIDATION,6.03,0.07,3.0,549.0,No,1.0
17731,24.0,,Associate,51418.0,2,MORTGAGE,7000.0,HOMEIMPROVEMENT,8.59,0.14,3.0,663.0,Yes,0.0
22200,34.0,male,Associate,58403.0,9,RENT,,MEDICAL,6.92,0.12,9.0,694.0,Yes,0.0
44211,23.0,male,Associate,53380.0,1,RENT,10000.0,MEDICAL,14.53,0.19,3.0,658.0,No,1.0
13038,23.0,male,High School,104997.0,2,MORTGAGE,25000.0,PERSONAL,14.96,0.24,2.0,539.0,No,0.0
